id,EdadNÚMEROCONCRETO,Género,Niveldeestudios,Creenciasreligiosas,Quéedadconsideraslamejorpa,Cuántoshijostegustaríatener,Aborto,fecundacioninvitro,adopcion,gestacionsubrogada,notendriahijos,FamiliaMONOparental,FamiliaHOMOsexual,Divorciados,Recurriraldivorcio,Matrimonio_hijos,Hijodetupareja,SituviesesunhijoQuétipode,GENERO2,NIVEL_ESTUDIOS2,CREENCIAS_RELIGIOSAS2,INVITRO2,ADOPCION2,GESTACION_SUBROGADA2,NO_TENDRÍA_HIJOS2,SI_TUVIESES_UN_HIJO_QUÉ_TIPO_DE,Edadclases,EDADV2
743,32,Hombre,Estudios Universitarios,Creyente,30,2,no, ,Primera opción, ,Segunda opción,si,si,si,no,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,5,Primera opción,5,Segunda opción,Compartida,30-40,25-35
744,22,Hombre,Estudios de Formación Profesional,Creyente,27,2,si,Primera opción, ,Tercera opción,Segunda opción,si,no,no,no,no,si,Compartida,Hombre,Estudios de Formación Profesional,Creyente,Primera opción,5,Tercera opción,Segunda opción,Compartida,20-25,15-25
745,17,Mujer,Estudios secundarios,Ateo,27,4,si,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
746,21,Hombre,Estudios de Formación Profesional,Ateo,35,0,si,Segunda opción, ,Tercera opción,Primera opción,si,si,no,si,no,no,Compartida,Hombre,Estudios de Formación Profesional,Ateo,Segunda opción,5,Tercera opción,Primera opción,Compartida,20-25,15-25
747,23,Mujer,Estudios Universitarios,Ateo,32,0,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,si,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,20-25,15-25
748,24,Hombre,Estudios de Formación Profesional,Ateo,35,0,si,Tercera opción,Segunda opción, ,Primera opción,si,si,si,si,no,si,Compartida,Hombre,Estudios de Formación Profesional,Ateo,Tercera opción,Segunda opción,5,Primera opción,Compartida,20-25,15-25
749,23,Hombre,Estudios Universitarios,Agnóstico,32,3,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,20-25,15-25
750,24,Mujer,Estudios Universitarios,Creyente,35,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,20-25,15-25
751,23,Mujer,Estudios Universitarios,Agnóstico,28,2,si,Tercera opción,Primera opción,Tercera opción,Segunda opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Tercera opción,Primera opción,Tercera opción,Segunda opción,Compartida,20-25,15-25
752,24,Mujer,Estudios de Formación Profesional,Agnóstico,40,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Agnóstico,Primera opción,Segunda opción,5,Tercera opción,Compartida,20-25,15-25
753,24,Mujer,Estudios Universitarios,Creyente,28,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,20-25,15-25
754,55,Mujer,Estudios secundarios,Creyente,25,3,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios secundarios,Creyente,Segunda opción,Primera opción,5,Tercera opción,Compartida,50-65,55-65
755,24,Mujer,Estudios Universitarios,Agnóstico,35,3,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Segunda opción,Primera opción,5,Tercera opción,Compartida,20-25,15-25
756,52,Hombre,Estudios Universitarios,Creyente,28,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,5,Compartida,50-65,45-55
757,55,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción,Segunda opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,5,Compartida,50-65,55-65
758,35,Mujer,Estudios de Formación Profesional,Creyente,28,3,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Segunda opción,Tercera opción,5,Compartida,30-40,35-45
759,18,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Única,16-20,15-25
760,19,Hombre,Estudios Universitarios,Agnóstico,30,2,no,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
761,23,Hombre,Estudios Universitarios,Creyente,32,3,no,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,no,si,si,Compartida,Hombre,Estudios Universitarios,Creyente,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,20-25,15-25
762,18,Mujer,Estudios secundarios,Creyente,26,2,si,Tercera opción,Segunda opción,Primera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Tercera opción,Segunda opción,Primera opción,Cuarta opción,Compartida,16-20,15-25
763,19,Hombre,Estudios secundarios,Creyente,27,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
764,18,Hombre,Estudios secundarios,Ateo,33,0,si,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,si,si,no,si,Compartida,Hombre,Estudios secundarios,Ateo,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Compartida,16-20,15-25
765,28,Mujer,Estudios de Formación Profesional,Creyente,35,2,no,Primera opción,Tercera opción,Segunda opción, ,si,si,no,si,no,si,Única,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Tercera opción,Segunda opción,5,Única,25-30,25-35
766,27,Hombre,Estudios Universitarios,Ateo,24,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,si,si,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,25-30,25-35
767,19,Hombre,Estudios Universitarios,Agnóstico,32,3,no,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,si,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,5,Compartida,16-20,15-25
768,18,Hombre,Estudios Universitarios,Agnóstico,30,1,si,Segunda opción,Tercera opción,Cuarta opción,Primera opción,si,si,si,si,no,no,Única,Hombre,Estudios Universitarios,Agnóstico,Segunda opción,Tercera opción,Cuarta opción,Primera opción,Única,16-20,15-25
769,18,Hombre,Estudios Universitarios,Creyente,25,3,si,Primera opción,Segunda opción,Segunda opción,Tercera opción,si,si,no,no,si,no,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Segunda opción,Tercera opción,Compartida,16-20,15-25
770,18,Mujer,Estudios Universitarios,Ateo,35,0,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
771,18,Mujer,Estudios Universitarios,Agnóstico,30,,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,5,Tercera opción,Compartida,16-20,15-25
772,19,Hombre,Estudios Universitarios,Ateo,28,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,,si,no,no,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
773,18,Hombre,Estudios Universitarios,Ateo,27,2,si,Tercera opción,Primera opción, ,Segunda opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Tercera opción,Primera opción,5,Segunda opción,Compartida,16-20,15-25
774,18,Mujer,Estudios secundarios,Agnóstico,24,3,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,no,no,no,Compartida,Mujer,Estudios secundarios,Agnóstico,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
775,18,Hombre,Estudios secundarios,Creyente,30,4,no, ,Primera opción, ,Segunda opción,si,no,no,no,no,no,Compartida,Hombre,Estudios secundarios,Creyente,5,Primera opción,5,Segunda opción,Compartida,16-20,15-25
776,18,Hombre,Estudios Universitarios,Ateo,32,2,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,16-20,15-25
777,18,Hombre,Estudios secundarios,Creyente,30,0,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,no,Compartida,Hombre,Estudios secundarios,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
778,18,Hombre,Estudios secundarios,Ateo,27,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
779,18,Hombre,Estudios secundarios,Ateo,35,1,si,Primera opción,Tercera opción, ,Segunda opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Ateo,Primera opción,Tercera opción,5,Segunda opción,Compartida,16-20,15-25
780,18,Mujer,Estudios secundarios,Ateo,28,4,si,Segunda opción,Primera opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Segunda opción,Primera opción,5,5,Compartida,16-20,15-25
781,18,Hombre,Estudios secundarios,Creyente,33,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,16-20,15-25
782,18,Mujer,Estudios Universitarios,Ateo,34,1,si, ,Primera opción, ,Segunda opción,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Ateo,5,Primera opción,5,Segunda opción,Única,16-20,15-25
783,18,Mujer,Estudios de Formación Profesional,Creyente,29,2,si,Segunda opción,Primera opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Segunda opción,Primera opción,Tercera opción,5,Compartida,16-20,15-25
784,19,Mujer,Estudios Universitarios,Ateo,30,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
785,39,Mujer,Estudios Universitarios,Agnóstico,30,0,si,Tercera opción,Primera opción,Tercera opción,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Tercera opción,Primera opción,Tercera opción,Primera opción,Compartida,30-40,35-45
786,23,Hombre,Estudios Universitarios,Agnóstico,28,3,no, ,Primera opción, ,Segunda opción,si,si,no,si,si,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,5,Primera opción,5,Segunda opción,Compartida,20-25,15-25
787,36,Mujer,Estudios Universitarios,Ateo,33,0,si,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Compartida,30-40,35-45
788,18,Mujer,Estudios Universitarios,Ateo,26,2,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
789,19,Hombre,Estudios de Formación Profesional,Ateo,27,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Compartida,Hombre,Estudios de Formación Profesional,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
790,18,Mujer,Estudios secundarios,Ateo,29,3,si,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
791,19,Mujer,Estudios Universitarios,Agnóstico,29,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
792,60,Mujer,Estudios Universitarios,Creyente,27,0,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,50-65,55-65
793,18,Mujer,Estudios secundarios,Agnóstico,28,3,no,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Agnóstico,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Compartida,16-20,15-25
794,43,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción, , , ,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,5,5,5,Compartida,40-50,35-45
795,25,Hombre,Estudios Universitarios,Ateo,30,3,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,no,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,25-30,25-35
796,18,Hombre,Estudios Universitarios,Agnóstico,39,2,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,16-20,15-25
797,18,Mujer,Estudios Universitarios,Creyente,30,3,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
798,57,Mujer,Estudios Universitarios,Creyente,50,9,no, , , , ,,si,no,si,si,si,Compartida,Mujer,Estudios Universitarios,Creyente,5,5,5,5,Compartida,50-65,55-65
799,53,Mujer,Estudios primarios,Creyente,27,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios primarios,Creyente,Primera opción,Segunda opción,Tercera opción,5,Compartida,50-65,45-55
800,18,Mujer,Estudios Universitarios,Agnóstico,30,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,5,Compartida,16-20,15-25
801,18,Hombre,Estudios secundarios,Ateo,28,3,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,no,si,no,Compartida,Hombre,Estudios secundarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
802,18,Hombre,Estudios Universitarios,Agnóstico,30,2,si,Segunda opción,Primera opción,Tercera opción, ,si,si,no,no,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Segunda opción,Primera opción,Tercera opción,5,Compartida,16-20,15-25
803,17,Hombre,Estudios secundarios,Creyente,35,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,si,si,Compartida,Hombre,Estudios secundarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
804,18,Mujer,Estudios Universitarios,Creyente,32,1,si,Segunda opción,Tercera opción,Cuarta opción,Primera opción,si,si,si,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Tercera opción,Cuarta opción,Primera opción,Compartida,16-20,15-25
805,18,Mujer,Estudios Universitarios,Ateo,28,0,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
806,26,Mujer,Estudios Universitarios,Creyente,32,4,no,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,25-30,25-35
807,18,Mujer,Estudios Universitarios,Ateo,35,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,16-20,15-25
808,39,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción, ,Segunda opción,Tercera opción,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,5,Segunda opción,Tercera opción,Única,30-40,35-45
809,61,Mujer,Estudios Universitarios,Agnóstico,30,,si, ,Segunda opción, ,Primera opción,,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,5,Segunda opción,5,Primera opción,Compartida,50-65,55-65
810,72,Mujer,Estudios secundarios,Creyente,30,0,si, ,Primera opción, , ,si,no,no,si,no,si,Única,Mujer,Estudios secundarios,Creyente,5,Primera opción,5,5,Única,65-85,65-75
811,36,Hombre,Estudios Universitarios,Ateo,30,2,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Ateo,Segunda opción,Primera opción,5,Tercera opción,Compartida,30-40,35-45
812,49,Mujer,Estudios de Formación Profesional,Creyente,30,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,no,si,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,40-50,45-55
813,17,Mujer,Estudios secundarios,Ateo,28,2,si,Tercera opción,Primera opción,Cuarta opción,Segunda opción,no,si,no,si,no,no,Compartida,Mujer,Estudios secundarios,Ateo,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Compartida,16-20,15-25
814,56,Mujer,Estudios Universitarios,Agnóstico,35,2,si,Primera opción,Segunda opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,5,5,Compartida,50-65,55-65
815,64,Hombre,Estudios Universitarios,Agnóstico,30,3,si,Primera opción,Tercera opción,Segunda opción, ,si,si,no,si,si,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Tercera opción,Segunda opción,5,Compartida,50-65,55-65
816,55,Mujer,Estudios Universitarios,Creyente,30,4,no,Primera opción,Segunda opción, , ,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,5,Compartida,50-65,55-65
817,33,Mujer,Estudios de Formación Profesional,Agnóstico,25,2,si,Segunda opción,Primera opción,Tercera opción,Segunda opción,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Agnóstico,Segunda opción,Primera opción,Tercera opción,Segunda opción,Compartida,30-40,25-35
818,49,Mujer,Estudios Universitarios,Agnóstico,30,1,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,Segunda opción,Primera opción,5,Tercera opción,Compartida,40-50,45-55
819,58,Mujer,Estudios Universitarios,Creyente,29,4,si,Primera opción, , ,Segunda opción,si,no,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,5,5,Segunda opción,Compartida,50-65,55-65
820,59,Hombre,Estudios Universitarios,Creyente,28,2,no, , , ,Primera opción,si,no,no,no,si,si,Única,Hombre,Estudios Universitarios,Creyente,5,5,5,Primera opción,Única,50-65,55-65
821,20,Hombre,Estudios Universitarios,Ateo,28,5,si,Segunda opción,Tercera opción,Cuarta opción,Primera opción,si,si,no,no,si,si,Compartida,Hombre,Estudios Universitarios,Ateo,Segunda opción,Tercera opción,Cuarta opción,Primera opción,Compartida,20-25,15-25
822,45,Mujer,Estudios Universitarios,Creyente,26,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,40-50,45-55
823,56,Mujer,Estudios Universitarios,Agnóstico,30,3,si,Segunda opción,Tercera opción, ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Segunda opción,Tercera opción,5,Primera opción,Compartida,50-65,55-65
824,57,Mujer,Estudios Universitarios,Creyente,30,3,no,Primera opción,Segunda opción, , ,si,no,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,5,Compartida,50-65,55-65
825,57,Hombre,Estudios Universitarios,Creyente,25,3,no, , , ,Primera opción,si,si,no,si,no,si,Única,Hombre,Estudios Universitarios,Creyente,5,5,5,Primera opción,Única,50-65,55-65
826,61,Hombre,Estudios Universitarios,Creyente,29,2,si,Segunda opción,Primera opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Segunda opción,Primera opción,Tercera opción,5,Compartida,50-65,55-65
827,31,Mujer,Estudios Universitarios,Creyente,30,3,si,Primera opción,Segunda opción, , ,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,5,Única,30-40,25-35
828,54,Mujer,Estudios Universitarios,Agnóstico,30,1,no, ,Primera opción, , ,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,5,Primera opción,5,5,Compartida,50-65,45-55
829,54,Mujer,Estudios Universitarios,Creyente,30,2,no,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,50-65,45-55
830,45,Hombre,Estudios Universitarios,Ateo,30,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,40-50,45-55
831,53,Mujer,Estudios Universitarios,Creyente,28,3,si, ,Segunda opción, ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,5,Segunda opción,5,Primera opción,Compartida,50-65,45-55
832,57,Mujer,Estudios Universitarios,Ateo,35,1,si,Tercera opción,Segunda opción, ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Tercera opción,Segunda opción,5,Primera opción,Compartida,50-65,55-65
833,56,Hombre,Estudios de Formación Profesional,Creyente,23,4,si,Segunda opción, ,Primera opción,Tercera opción,si,no,no,no,si,si,Única,Hombre,Estudios de Formación Profesional,Creyente,Segunda opción,5,Primera opción,Tercera opción,Única,50-65,55-65
834,18,Mujer,Estudios secundarios,Creyente,23,3,si,Segunda opción,Primera opción,Tercera opción, ,si,si,no,no,si,si,Compartida,Mujer,Estudios secundarios,Creyente,Segunda opción,Primera opción,Tercera opción,5,Compartida,16-20,15-25
835,63,Mujer,Estudios Universitarios,Creyente,26,2,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,5,Tercera opción,Compartida,50-65,55-65
836,57,Hombre,Estudios Universitarios,Agnóstico,23,2,si,Primera opción, , ,Segunda opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,5,5,Segunda opción,Compartida,50-65,55-65
837,17,Hombre,Estudios secundarios,Agnóstico,31,2,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Agnóstico,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
838,18,Mujer,Estudios secundarios,Creyente,24,2,si,Segunda opción,Primera opción,Tercera opción, ,si,si,no,no,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Segunda opción,Primera opción,Tercera opción,5,Compartida,16-20,15-25
839,23,Mujer,Estudios Universitarios,Ateo,35,0,si,Tercera opción,Primera opción, ,Segunda opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Tercera opción,Primera opción,5,Segunda opción,Compartida,20-25,15-25
840,57,Mujer,Estudios Universitarios,Agnóstico,30,2,si, ,Primera opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,5,Primera opción,5,5,Compartida,50-65,55-65
841,58,Mujer,Estudios primarios,Agnóstico,26,2,si, ,Primera opción, ,Segunda opción,si,si,no,si,no,si,Compartida,Mujer,Estudios primarios,Agnóstico,5,Primera opción,5,Segunda opción,Compartida,50-65,55-65
842,17,Hombre,Estudios secundarios,Creyente,25,1,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,no,no,si,Compartida,Hombre,Estudios secundarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,16-20,15-25
843,18,Hombre,Estudios Universitarios,Ateo,30,2,si, ,Primera opción,Tercera opción,Segunda opción,si,si,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Ateo,5,Primera opción,Tercera opción,Segunda opción,Compartida,16-20,15-25
844,18,Mujer,Estudios secundarios,Agnóstico,28,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Agnóstico,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
845,18,Mujer,Estudios secundarios,Ateo,30,2,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,16-20,15-25
846,52,Mujer,Estudios Universitarios,Creyente,30,2,no,Primera opción, , ,Segunda opción,si,si,no,no,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,5,5,Segunda opción,Compartida,50-65,45-55
847,48,Mujer,Estudios Universitarios,Agnóstico,30,2,si,Primera opción,Segunda opción, , ,no,si,no,si,no,no,Única,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,5,5,Única,40-50,45-55
848,18,Mujer,Estudios secundarios,Agnóstico,30,3,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,si,no,Compartida,Mujer,Estudios secundarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,5,Compartida,16-20,15-25
849,57,Mujer,Estudios Universitarios,Creyente,30,2,no,Primera opción,Tercera opción, ,Segunda opción,si,si,no,si,no,no,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Tercera opción,5,Segunda opción,Única,50-65,55-65
850,33,Mujer,Estudios Universitarios,Ateo,31,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,30-40,25-35
